"item-layout_itemLink__CZZ7w href","item-image_img__ki7ke src","gradient-bg-caption_gradientBgCaption__dsYoN","price-and-extra_startFrom__fVS2L","price_price__xQt90","item-data-content_heading__tphH4","item-data-content_itemInfoLine__AeoPP","item-data-content_itemInfoLine__AeoPP 2","tooltip_tooltip__w2sbB","item-tags_itemTagsBox__Uz23E","item-tags_itemTagsBox__Uz23E 2","item-tags_itemTagsBox__Uz23E 3","text-tag_textTag__mQeO_"
"https://www.yad2.co.il/realestate/item/b7z2t8cl?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=2","https://img.yad2.co.il/Pic/202410/29/2_1/o/y2_1pa_010388_20241029092222.jpeg?w=3840&h=3840&c=9","","","4,420,000 ₪","ד""ר אברהם אליהו הרכבי 46","גג/ פנטהאוז, תל חיים, תל אביב יפו","5 חדרים • קומה ‎2‏ • 151 מ״ר","המודעה נשמרה","2 מרפסות","3 כיווני אוויר","חניה",""
"https://www.yad2.co.il/realestate/item/rfgbuf53?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=2","https://img.yad2.co.il/Pic/202410/30/2_1/o/y2_1_02470_20241030233301.jpeg?w=3840&h=3840&c=9","","","7,500,000 ₪","אסתר המלכה 4","דירה, הצפון הישן - דרום, תל אביב יפו","4.5 חדרים • קומה ‎2‏ • 127 מ״ר","המודעה נשמרה","אחריי להתחדשות עירונית","2 מרפסות","4 כיווני אוויר",""
"https://www.yad2.co.il/realestate/item/gtgoi48i?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=2","https://img.yad2.co.il/Pic/202410/13/2_1/o/y2_1pa_010240_20241013103421.jpeg?w=3840&h=3840&c=9","","","3,750,000 ₪","בן יהודה 122","דירה, הצפון הישן - דרום, תל אביב יפו","3 חדרים • קומה ‎3‏ • 84 מ״ר","המודעה נשמרה","3 מרפסות","3 חדרי מקלחת","3 כיווני אוויר",""
"https://www.yad2.co.il/item/2_98_10929?site=_inres_x1_l_18313_o_ws_Solo_18986","https://pics.yad2.co.il/Pics/2024/11/2024110311344059-s.jpg","","החל מ-","5,150,000 ₪","","","","המודעה נשמרה","","","","פרויקט חדש"
"https://www.yad2.co.il/realestate/item/na2ornml?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=2","https://img.yad2.co.il/Pic/202409/29/2_1/o/y2_1pa_010201_20240929105131.jpeg?w=3840&h=3840&c=9","","","3,000,000 ₪","צונזר 17","דירת גן, קרית שלום, תל אביב יפו","2.5 חדרים • קומה ‎קרקע‏ • 130 מ״ר","המודעה נשמרה","3 כיווני אוויר","נכס עורפי","בניין משופץ",""
"https://www.yad2.co.il/realestate/item/8yvfovgg?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=2","https://img.yad2.co.il/Pic/202410/11/2_1/o/y2_1_06500_20241011104446.jpeg?w=3840&h=3840&c=9","","","3,350,000 ₪","נס הרים 16","דירה, קרית שלום, תל אביב יפו","4 חדרים • קומה ‎1‏ • 106 מ״ר","המודעה נשמרה","3 כיווני אוויר","חניה","חדש מקבלן",""
"https://www.yad2.co.il/realestate/item/49a3ww25?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=2","https://img.yad2.co.il/Pic/202406/15/2_1/o/y2_1_08532_20240615173104.jpeg?w=3840&h=3840&c=9","","","2,750,000 ₪","קמינסקה 8","דירת גן, קרית שלום, תל אביב יפו","3 חדרים • קומה ‎קרקע‏ • 117 מ״ר","המודעה נשמרה","ממ""ד","נכס עורפי","חדש מקבלן",""
"https://www.yad2.co.il/realestate/item/jpcyuuwm?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=2","https://img.yad2.co.il/Pic/202410/02/2_1/o/y2_1pa_010948_20241002120127.jpeg?w=3840&h=3840&c=9","","","3,200,000 ₪","מח""ל 60","דירה, נווה אליעזר וכפר שלם מזרח, תל אביב יפו","4 חדרים • קומה ‎3‏ • 100 מ״ר","המודעה נשמרה","ממ""ד","נוף פתוח לפארק","חניה",""
"","","","","4,250,000 ₪","","","","המודעה נשמרה","","","",""
"https://www.yad2.co.il/realestate/item/1cqvj2am?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=2","https://img.yad2.co.il/Pic/202409/29/2_1/o/y2_1pa_010356_20240929163448.jpeg?w=3840&h=3840&c=9","","","3,500,000 ₪","חלמית 2","דירה, יפו ד', גבעת התמרים, תל אביב יפו","5 חדרים • קומה ‎3‏ • 104 מ״ר","המודעה נשמרה","ממ""ד","נוף פתוח לים","קרוב לים",""
"https://www.yad2.co.il/realestate/item/eegwmgie?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=2","https://img.yad2.co.il/Pic/202409/26/2_1/o/y2_1pa_010134_20240926155954.jpeg?w=3840&h=3840&c=9","","","4,190,000 ₪","בית אל 39","דירה, נווה שרת, תל אביב יפו","4.5 חדרים • קומה ‎2‏ • 120 מ״ר","המודעה נשמרה","ממ""ד","נוף פתוח לפארק","חניה",""
"https://www.yad2.co.il/realestate/item/fli98598?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=2","https://img.yad2.co.il/Pic/202409/25/2_1/o/y2_1pa_010153_20240925145642.jpeg?w=3840&h=3840&c=9","","","5,350,000 ₪","אנטיגונוס 5","דירה, הצפון החדש - צפון, תל אביב יפו","3 חדרים • קומה ‎1‏ • 84 מ״ר","המודעה נשמרה","ממ""ד","חניה","חדש מקבלן",""
"https://www.yad2.co.il/realestate/item/iud0w5ul?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=2","https://img.yad2.co.il/Pic/202408/12/2_1/o/y2_1_09964_20240812152414.jpeg?w=3840&h=3840&c=9","","","3,600,000 ₪","דוד ילין 14","דירת גן, הצפון החדש - כיכר המדינה, תל אביב יפו","2 חדרים • קומה ‎קרקע‏ • 37 מ״ר","המודעה נשמרה","ממ""ד","חדש מקבלן","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/orug2g2x?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=2","https://img.yad2.co.il/Pic/202410/27/2_1/o/y2_1_02193_20241027150118.jpeg?w=3840&h=3840&c=9","","","4,600,000 ₪","איינשטיין 43","דירה, נווה אביבים, תל אביב יפו","3 חדרים • קומה ‎1‏ • 56 מ״ר","המודעה נשמרה","ייחודי","חבל לפספס","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/ver91m4d?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=2","https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg","","","4,300,000 ₪","יפתח 6","דירה, יד אליהו, תל אביב יפו","4.5 חדרים • קומה ‎2‏ • 125 מ״ר","המודעה נשמרה","ממ""ד","נוף פתוח לעיר","חניה",""
"https://www.yad2.co.il/realestate/item/nfyowv4i?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=2","https://img.yad2.co.il/Pic/202408/30/2_1/o/y2_1_02363_20240830181648.jpeg?w=3840&h=3840&c=9","","","3,260,000 ₪","תוצרת הארץ 2","דירה, נחלת יצחק, תל אביב יפו","2 חדרים • קומה ‎20‏ • 66 מ״ר","המודעה נשמרה","ממ""ד","חניה","חדש מקבלן",""
"https://www.yad2.co.il/realestate/item/19pk08od?opened-from=feed&component-type=main_feed&spot=booster&location=25&pagination=2","","","","6,280,000 ₪","שדרות ירושלים 15","דירה, צפון יפו, המושבה האמריקאית-גרמנית, תל אביב יפו","3 חדרים • קומה ‎3‏ • 185 מ״ר","המודעה נשמרה","ממ""ד","חניה","קרוב לים","ירד ב-410,000 ₪"
"https://www.yad2.co.il/realestate/item/hedjtkzm?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=2","https://img.yad2.co.il/Pic/202403/04/2_5/o/y2_1pa_010825_20240304151414.jpeg?w=3840&h=3840&c=9","ה' באייר נדל""ן","ה' באייר נדל""ן","4,150,000 ₪","הרב הרצוג 2","דירה, תל אביב יפו","4 חדרים • קומה ‎1‏ • 95 מ״ר","המודעה נשמרה","חניה","חבל לפספס","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/32j5kc0l?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=2","https://img.yad2.co.il/Pic/202410/06/2_5/o/y2_1pa_010425_20241006111738.jpeg?w=3840&h=3840&c=9","מייק פלדמן נדלן","מייק פלדמן נדלן","12,800,000 ₪","מרדכי רומנו","דו משפחתי, תל ברוך, תל אביב יפו","7 חדרים • קומה ‎קרקע‏ • 320 מ״ר","המודעה נשמרה","3 מרפסות","ממ""ד","חניה",""
"https://www.yad2.co.il/realestate/item/vvvnk92d?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=2","https://img.yad2.co.il/Pic/202406/17/2_5/o/y2_1_SHWYYZW_IU_20240617.jpeg?w=3840&h=3840&c=9","עזרא-נכסים","עזרא-נכסים","3,720,000 ₪","הזוהר","דירה, בבלי, תל אביב יפו","3 חדרים • קומה ‎2‏ • 71 מ״ר","המודעה נשמרה","חניה","חבל לפספס","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/x53181p6?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=2","https://img.yad2.co.il/Pic/202407/08/2_5/o/y2_1pa_010626_20240708080306.jpeg?w=3840&h=3840&c=9","Profiglio","Profiglio","3,850,000 ₪","שמעון בן שטח 6","דירה, תל אביב יפו","3 חדרים • קומה ‎1‏ • 65 מ״ר","המודעה נשמרה","ממ""ד","חניה","נכס חדש",""
"","","","","","","","","","","","",""
"https://www.yad2.co.il/realestate/item/ee0v3zlr?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=2","https://img.yad2.co.il/Pic/202405/02/2_5/o/y2_1pa_010477_20240502133435.jpeg?w=3840&h=3840&c=9","ZEMOUR- exclusive realty","ZEMOUR- exclusive realty","16,500,000 ₪","דירה","דירה, תל אביב יפו","4.5 חדרים • קומה ‎19‏ • 162 מ״ר","המודעה נשמרה","ממ""ד","חניה","נכס חדש",""
"https://www.yad2.co.il/realestate/item/oesr6bny?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=2","https://img.yad2.co.il/Pic/202405/20/2_5/o/y2_1pa_010773_20240520153650.jpeg?w=3840&h=3840&c=9","דיפלורה נכסים","דיפלורה נכסים","5,100,000 ₪","שאול אביגור","דירה, תל אביב יפו","4 חדרים • קומה ‎4‏ • 132 מ״ר","המודעה נשמרה","חניה","משופצת אדריכלית","בניין משופץ","בלעדי"
"https://www.yad2.co.il/realestate/item/ht6ba2dv?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=2","https://img.yad2.co.il/Pic/202410/27/2_5/o/y2_1pa_010566_20241027135458.jpeg?w=3840&h=3840&c=9","Asaf Weiser","Asaf Weiser","3,290,000 ₪","רמת אביב","דירה, רמת אביב, תל אביב יפו","2 חדרים • קומה ‎2‏ • 65 מ״ר","המודעה נשמרה","ייחודי","חבל לפספס","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/ne70c7q6?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=2","https://img.yad2.co.il/Pic/202408/25/2_5/o/y2_1pa_010924_20240825171907.jpeg?w=3840&h=3840&c=9","א.ג.ש נכסים","א.ג.ש נכסים","4,490,000 ₪","משה קול 8","דירה, המשתלה, תל אביב יפו","4 חדרים • קומה ‎3‏ • 97 מ״ר","המודעה נשמרה","ממ""ד","חניה","בניין משופץ","בלעדי"
"https://www.yad2.co.il/realestate/item/eoiy3609?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=2","https://img.yad2.co.il/Pic/202407/26/2_5/o/y2_1pa_010813_20240726163857.jpeg?w=3840&h=3840&c=9","עזרא-נכסים","עזרא-נכסים","13,700,000 ₪","דיזנגוף","גג/ פנטהאוז, הצפון הישן - צפון, תל אביב יפו","4 חדרים • קומה ‎4‏ • 245 מ״ר","המודעה נשמרה","3 מרפסות","ממ""ד","חניה","בלעדי"
"https://www.yad2.co.il/realestate/item/z3v8k7fy?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=2","https://img.yad2.co.il/Pic/202206/15/2_5/o/y2_1_CylXV3lOeo_20220615.jpg?w=3840&h=3840&c=9","Home Market Projects","Home Market Projects","5,911,000 ₪","בית פלט 22","דופלקס, עג'מי, גבעת העליה, תל אביב יפו","4 חדרים • קומה ‎קרקע‏ • 93 מ״ר","המודעה נשמרה","ממ""ד","חניה","נכס חדש","בלעדי"
"https://www.yad2.co.il/realestate/item/vaz6sga3?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=2","https://img.yad2.co.il/Pic/202407/07/2_5/o/y2_1pa_010886_20240707095254.jpeg?w=3840&h=3840&c=9","ה' באייר נדל""ן","ה' באייר נדל""ן","4,695,000 ₪","בית אל 15","גג/ פנטהאוז, נווה שרת, תל אביב יפו","4 חדרים • קומה ‎10‏ • 121 מ״ר","המודעה נשמרה","ממ""ד","חניה","נכס חדש",""
"https://www.yad2.co.il/realestate/item/i4a6npj5?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=2","https://img.yad2.co.il/Pic/202407/01/2_5/o/y2_1pa_010456_20240701125511.jpeg?w=3840&h=3840&c=9","Home Market","Home Market","3,870,000 ₪","התקומה 15","דירה, צפון יפו, המושבה האמריקאית-גרמנית, תל אביב יפו","3 חדרים • קומה ‎5‏ • 72 מ״ר","המודעה נשמרה","ממ""ד","חניה","נכס חדש","בלעדי"
"","","","","","","","","","","","",""
"https://www.yad2.co.il/realestate/item/59xoc7qc?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=2","https://img.yad2.co.il/Pic/202409/05/2_5/o/y2_1pa_010760_20240905191622.jpeg?w=3840&h=3840&c=9","קבוצת עמית טל","קבוצת עמית טל","4,300,000 ₪","דרך נמיר","דירה, בבלי, תל אביב יפו","3.5 חדרים • קומה ‎1‏ • 77 מ״ר","המודעה נשמרה","חניה","בניין משופץ","קרוב לפארק",""
"https://www.yad2.co.il/realestate/item/8c1vbtjl?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=2","https://img.yad2.co.il/Pic/202411/05/2_5/o/y2_1pa_010392_20241105181810.jpeg?w=3840&h=3840&c=9","פאטיו בתי יוקרה","פאטיו בתי יוקרה","6,200,000 ₪","חנקין","דירה, הצפון החדש - כיכר המדינה, תל אביב יפו","4 חדרים • קומה ‎3‏ • 115 מ״ר","המודעה נשמרה","ממ""ד","חניה","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/i9vho4df?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=2","https://img.yad2.co.il/Pic/202407/15/2_5/o/y2_1pa_010429_20240715202841.jpeg?w=3840&h=3840&c=9","הבית הלבן - White House Realty","הבית הלבן - White House Realty","6,000,000 ₪","הצפון הישן - דרום","דירה, הצפון הישן - דרום, תל אביב יפו","4 חדרים • קומה ‎קרקע‏ • 111 מ״ר","המודעה נשמרה","משופצת אדריכלית","קרוב לים","בניין משופץ",""
"https://www.yad2.co.il/realestate/item/x0gwg8qj?opened-from=feed&component-type=main_feed&spot=standard&location=41&pagination=2","https://img.yad2.co.il/Pic/202407/21/2_5/o/y2_1pa_010594_20240721100452.jpeg?w=3840&h=3840&c=9","מרצ'לו אינצ'ליני-FRANCHI REAL ESTATE","מרצ'לו אינצ'ליני-FRANCHI REAL ESTATE","4,250,000 ₪","מוסינזון","דירה, הצפון החדש - כיכר המדינה, תל אביב יפו","2.5 חדרים • קומה ‎1‏ • 70 מ״ר","המודעה נשמרה","ממ""ד","חדש מקבלן","בהזדמנות","בלעדי"
"https://www.yad2.co.il/realestate/item/ec0rjsv2?opened-from=feed&component-type=main_feed&spot=standard&location=42&pagination=2","https://img.yad2.co.il/Pic/202409/16/2_5/o/o2_5_1_997841_20240916095149.jpg?w=3840&h=3840&c=9","תיווך נינווה","תיווך נינווה","9,400,000 ₪","רבינא","גג/ פנטהאוז, נווה אביבים, תל אביב יפו","6 חדרים • קומה ‎8‏ • 190 מ״ר","המודעה נשמרה","חניה","חבל לפספס","בהזדמנות","בלעדי"
"https://www.yad2.co.il/realestate/item/3yd4xquq?opened-from=feed&component-type=main_feed&spot=standard&location=43&pagination=2","https://img.yad2.co.il/Pic/202406/05/2_5/o/y2_1_zQtBuTpqAM_20240605.jpg?w=3840&h=3840&c=9","דיפלורה נכסים","דיפלורה נכסים","5,540,000 ₪","שאול אביגור","דירה, אזורי חן, גימל החדשה, תל אביב יפו","5 חדרים • קומה ‎2‏ • 147 מ״ר","המודעה נשמרה","חניה","משופצת אדריכלית","בניין משופץ",""
"https://www.yad2.co.il/realestate/item/hhwgpge6?opened-from=feed&component-type=main_feed&spot=standard&location=44&pagination=2","https://img.yad2.co.il/Pic/202302/03/2_5/o/y2_3_998976_20230203.jpg?w=3840&h=3840&c=9","ALTOS","ALTOS","5,820,000 ₪","גרציאני יצחק","דירה, גני שרונה, קרית הממשלה, תל אביב יפו","4 חדרים • קומה ‎30‏ • 113 מ״ר","המודעה נשמרה","חניה","חבל לפספס","בהזדמנות",""
"https://www.yad2.co.il/realestate/item/b24u8v3t?opened-from=feed&component-type=main_feed&spot=standard&location=45&pagination=2","https://img.yad2.co.il/Pic/202401/19/2_5/o/y2_1pa_999002_20240119102833.jpeg?w=3840&h=3840&c=9","תיווך אשר","תיווך אשר","2,580,000 ₪","זלמן מייזל","דירה, תל אביב יפו","3.5 חדרים • קומה ‎2‏ • 79 מ״ר","המודעה נשמרה","ייחודי","חבל לפספס","בהזדמנות",""
"","","כל מה שאתם אוהבים בתל אביב","החל מ-","5,150,000 ₪","","","","המודעה נשמרה","","","","פרויקט חדש"
"","","הקהילה הכי TLV שיש!","החל מ-","5,700,000 ₪","","","","המודעה נשמרה","","","","מבצע"
"https://www.yad2.co.il/item/2_98_10675?site=_inres_x1_l_15303_o_ws_ListingPro_22475","https://pics.yad2.co.il/Pics/2024/09/2024090912145863-s.jpg","","","","","","","המודעה נשמרה","","","","מבצע"
"https://www.yad2.co.il/item/2_98_7852?site=_inres_x1_l_15304_o_ws_ListingPro_23419","https://pics.yad2.co.il/Pics/2023/01/20230108164149948-s.jpg","","החל מ-","5,690,000 ₪","","","","המודעה נשמרה","","","","מבצע"
"https://www.yad2.co.il/item/2_98_8839?site=_inres_x1_l_15305_o_ws_ListingPro_18724","https://pics.yad2.co.il/Pics/2023/09/20230903121300990-s.jpg","","","","","","","המודעה נשמרה","","","","פרויקט חדש"
"https://www.yad2.co.il/item/2_98_9689?site=_inres_x1_l_15306_o_ws_ListingPro_23303","https://pics.yad2.co.il/Pics/2024/04/20240403174045973-s.jpg","","","","","","","המודעה נשמרה","","","","מבצע"
"https://www.yad2.co.il/item/2_98_9096?site=_inres_x1_l_16307_o_ws_ListingBasic_21332","https://pics.yad2.co.il/Pics/2023/12/20231203112025154-s.jpg","","החל מ-","10,100,000 ₪","","","","המודעה נשמרה","","","","פרויקט חדש"
"https://www.yad2.co.il/item/2_98_6739?site=_inres_x1_l_16308_o_ws_ListingBasic_18533","https://pics.yad2.co.il/Pics/2022/02/20220213114455772-s.jpg","","","","","","","המודעה נשמרה","","","","פרויקט חדש"
"https://www.yad2.co.il/item/2_98_7792?site=_inres_x1_l_16309_o_ws_ListingBasic_21381","https://pics.yad2.co.il/Pics/2022/12/20221205105344944-s.jpg","","","","","","","המודעה נשמרה","","","","פרויקט חדש"
"https://www.yad2.co.il/item/2_98_10713?site=_inres_x1_l_16310_o_ws_ListingBasic_18776","https://pics.yad2.co.il/Pics/2024/09/202409191702538-s.jpg","","החל מ-","3,699,000 ₪","","","","המודעה נשמרה","","","","פרויקט חדש"
